rule_id$$table$$columns$$check$$check_details$$required$$valid$$hasSample$$tags$$errorMessage$$failedRowsSample
1$$tc_act_sec_usage$$ASSET_ID$$in$$"{\"column\": \"TC_INSTANCES.ASSET_ID\"}"$$2087414$$2087413$$true$$$$$$"{\"ASSET_ID\":\"a5d267155a0c48eda5fd00facd270859\",\"EVENT_ID\":\"ac1be67846f64b39a253a6257b73d61f\",\"EVENT_USAGE\":51,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\",\"START_VALUE\":0}"
6$$tc_act_sec_usage$$ASSET_ID,EVENT_ID$$unique$$$$2087414$$2009388$$true$$$$$$"{\"ASSET_ID\":\"968AF7DB7CE4CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7C877A0CC62E040A8C0990E1B2E\",\"count\":9}
{\"ASSET_ID\":\"968AF7DB7DD6CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7C72C8BCC62E040A8C0990E1B2E\",\"count\":9}
{\"REFERRAL_NUMBER\":\"000000-000019B8\",\"count\":37}
{\"REFERRAL_NUMBER\":\"000000-000007F1\",\"count\":34}
{\"REFERRAL_NUMBER\":\"000000-00000898\",\"count\":33}
{\"REFERRAL_NUMBER\":\"000000-00000AE2\",\"count\":32}
{\"REFERRAL_NUMBER\":\"000000-000017E2\",\"count\":30}
{\"REFERRAL_NUMBER\":\"000000-00000F3D\",\"count\":30}
{\"REFERRAL_NUMBER\":\"000000-0000028E\",\"count\":30}
{\"REFERRAL_NUMBER\":\"000000-000007E0\",\"count\":30}
{\"REFERRAL_NUMBER\":\"000000-0000009B\",\"count\":29}
{\"REFERRAL_NUMBER\":\"000000-000010F8\",\"count\":29}
{\"REFERRAL_NUMBER\":\"000000-00001B57\",\"count\":29}
{\"REFERRAL_NUMBER\":\"000000-0000009E\",\"count\":28}
{\"REFERRAL_NUMBER\":\"000000-00000169\",\"count\":28}
{\"REFERRAL_NUMBER\":\"000000-0000183D\",\"count\":25}
{\"REFERRAL_NUMBER\":\"000000-000009C4\",\"count\":25}
{\"REFERRAL_NUMBER\":\"000000-00000AB0\",\"count\":25}
{\"REFERRAL_NUMBER\":\"000000-0000063C\",\"count\":25}
{\"REFERRAL_NUMBER\":\"000000-00001947\",\"count\":25}
{\"REFERRAL_NUMBER\":\"000000-00000C04\",\"count\":25}
{\"REFERRAL_NUMBER\":\"000000-0000063B\",\"count\":25}
{\"REFERRAL_NUMBER\":\"000000-00001818\",\"count\":25}
{\"REFERRAL_NUMBER\":\"000000-00001429\",\"count\":25}
{\"REFERRAL_NUMBER\":\"000000-0000063A\",\"count\":25}
{\"REFERRAL_NUMBER\":\"000000-00000D1B\",\"count\":25}
{\"REFERRAL_NUMBER\":\"000000-00001428\",\"count\":25}
{\"REFERRAL_NUMBER\":\"000000-00000A58\",\"count\":24}
{\"REFERRAL_NUMBER\":\"000000-0000186B\",\"count\":24}
{\"REFERRAL_NUMBER\":\"000000-00001954\",\"count\":24}
{\"REFERRAL_NUMBER\":\"000000-00001519\",\"count\":23}
{\"REFERRAL_NUMBER\":\"000000-00001985\",\"count\":23}
{\"REFERRAL_NUMBER\":\"000000-000005D6\",\"count\":23}
{\"REFERRAL_NUMBER\":\"000000-000015FD\",\"count\":23}
{\"REFERRAL_NUMBER\":\"000000-00001B3E\",\"count\":23}
{\"REFERRAL_NUMBER\":\"000000-000013FD\",\"count\":22}
{\"REFERRAL_NUMBER\":\"000000-000000E1\",\"count\":22}
{\"REFERRAL_NUMBER\":\"000000-00000643\",\"count\":22}
{\"REFERRAL_NUMBER\":\"000000-000002B6\",\"count\":22}
{\"REFERRAL_NUMBER\":\"000000-00000FDA\",\"count\":22}
{\"REFERRAL_NUMBER\":\"000000-00000644\",\"count\":22}
{\"REFERRAL_NUMBER\":\"000000-00001572\",\"count\":22}
{\"REFERRAL_NUMBER\":\"000000-000004BB\",\"count\":21}
{\"REFERRAL_NUMBER\":\"000000-00000A63\",\"count\":21}
{\"REFERRAL_NUMBER\":\"000000-00001C47\",\"count\":21}
{\"REFERRAL_NUMBER\":\"000000-00000A64\",\"count\":21}
{\"REFERRAL_NUMBER\":\"000000-0000187D\",\"count\":21}
{\"REFERRAL_NUMBER\":\"000000-000002AE\",\"count\":20}
{\"REFERRAL_NUMBER\":\"000000-000015D4\",\"count\":20}
{\"REFERRAL_NUMBER\":\"000000-000019FC\",\"count\":20}
{\"REFERRAL_NUMBER\":\"000000-00000E82\",\"count\":20}
{\"REFERRAL_NUMBER\":\"000000-00000E87\",\"count\":20}
{\"REFERRAL_NUMBER\":\"000000-0000142A\",\"count\":20}
{\"REFERRAL_NUMBER\":\"000000-00000E83\",\"count\":20}
{\"REFERRAL_NUMBER\":\"000000-00001C37\",\"count\":20}
{\"REFERRAL_NUMBER\":\"000000-000006A9\",\"count\":20}
{\"REFERRAL_NUMBER\":\"000000-000007A3\",\"count\":20}
{\"REFERRAL_NUMBER\":\"000000-0000137F\",\"count\":20}
{\"REFERRAL_NUMBER\":\"000000-00000E63\",\"count\":20}
{\"REFERRAL_NUMBER\":\"000000-0000079F\",\"count\":20}
{\"REFERRAL_NUMBER\":\"000000-00000E84\",\"count\":20}
{\"REFERRAL_NUMBER\":\"000000-00001483\",\"count\":20}
{\"REFERRAL_NUMBER\":\"000000-0000064F\",\"count\":20}
{\"REFERRAL_NUMBER\":\"000000-0000063D\",\"count\":20}
{\"REFERRAL_NUMBER\":\"000000-0000116A\",\"count\":20}
{\"REFERRAL_NUMBER\":\"000000-00001602\",\"count\":20}
{\"REFERRAL_NUMBER\":\"000000-000014B4\",\"count\":20}
{\"REFERRAL_NUMBER\":\"000000-00000AB5\",\"count\":20}
{\"REFERRAL_NUMBER\":\"000000-0000187C\",\"count\":19}
{\"REFERRAL_NUMBER\":\"000000-00001AE8\",\"count\":19}
{\"REFERRAL_NUMBER\":\"000000-000005EC\",\"count\":19}
{\"REFERRAL_NUMBER\":\"000000-00001943\",\"count\":19}
{\"REFERRAL_NUMBER\":\"000000-000019B6\",\"count\":19}
{\"REFERRAL_NUMBER\":\"000000-00001243\",\"count\":19}"
275$$tc_repair_acts$$CANDIDATE_SRA_FLAG$$length$$"{\"max\": 3}"$$17362089$$17362088$$true$$$$$$"{\"REPAIR_ACTION_ID\":\"REPAIR_ACTION_ID\",\"FAULT_ID\":\"FAULT_ID\",\"RA_TYPE\":\"RA_TYPE\",\"RA_START_DATE\":\"RA_START_DATE\",\"REPAIR_ACTION_COMPLETION_DATE\":\"REPAIR_ACTION_COMPLETION_DATE\",\"CANDIDATE_SRA_FLAG\":\"CANDIDATE_SRA_FLAG\",\"REPAIRED_DURING_INSPECTION\":\"REPAIRED_DURING_INSPECTION\",\"REPAIR_ACTION_DESCRIPTION\":\"REPAIR_ACTION_DESCRIPTION\",\"INSPECTION_RESULT\":\"INSPECTION_RESULT\",\"SYSTEM\":\"SYSTEM\",\"SUB_SYSTEM\":\"SUB_SYSTEM\",\"RA_CONDITION\":\"RA_CONDITION\",\"WORK_STATUS\":\"WORK_STATUS\",\"RA_REPAIR_LEVEL\":\"RA_REPAIR_LEVEL\",\"REPAIR_SECTION\":\"REPAIR_SECTION\",\"REPAIR_SECTION_LOCATION\":\"REPAIR_SECTION_LOCATION\",\"PLANNED_START_DATE\":\"PLANNED_START_DATE\",\"PLANNED_END_DATE\":\"PLANNED_END_DATE\",\"REPAIR_ACTION_COMMENTS\":\"REPAIR_ACTION_COMMENTS\",\"ESTIMATED_REPAIR_DATE\":\"ESTIMATED_REPAIR_DATE\",\"DELIVERY_CODE\":\"DELIVERY_CODE\",\"STANDARD_REPAIR_ACTION_ID\":\"STANDARD_REPAIR_ACTION_ID\",\"STANDARD_RAC_DESCRIPTION\":\"STANDARD_RAC_DESCRIPTION\"}"
288$$tc_repair_acts$$DELIVERY_CODE$$length$$"{\"max\": 6}"$$17362089$$17362088$$true$$$$$$"{\"REPAIR_ACTION_ID\":\"REPAIR_ACTION_ID\",\"FAULT_ID\":\"FAULT_ID\",\"RA_TYPE\":\"RA_TYPE\",\"RA_START_DATE\":\"RA_START_DATE\",\"REPAIR_ACTION_COMPLETION_DATE\":\"REPAIR_ACTION_COMPLETION_DATE\",\"CANDIDATE_SRA_FLAG\":\"CANDIDATE_SRA_FLAG\",\"REPAIRED_DURING_INSPECTION\":\"REPAIRED_DURING_INSPECTION\",\"REPAIR_ACTION_DESCRIPTION\":\"REPAIR_ACTION_DESCRIPTION\",\"INSPECTION_RESULT\":\"INSPECTION_RESULT\",\"SYSTEM\":\"SYSTEM\",\"SUB_SYSTEM\":\"SUB_SYSTEM\",\"RA_CONDITION\":\"RA_CONDITION\",\"WORK_STATUS\":\"WORK_STATUS\",\"RA_REPAIR_LEVEL\":\"RA_REPAIR_LEVEL\",\"REPAIR_SECTION\":\"REPAIR_SECTION\",\"REPAIR_SECTION_LOCATION\":\"REPAIR_SECTION_LOCATION\",\"PLANNED_START_DATE\":\"PLANNED_START_DATE\",\"PLANNED_END_DATE\":\"PLANNED_END_DATE\",\"REPAIR_ACTION_COMMENTS\":\"REPAIR_ACTION_COMMENTS\",\"ESTIMATED_REPAIR_DATE\":\"ESTIMATED_REPAIR_DATE\",\"DELIVERY_CODE\":\"DELIVERY_CODE\",\"STANDARD_REPAIR_ACTION_ID\":\"STANDARD_REPAIR_ACTION_ID\",\"STANDARD_RAC_DESCRIPTION\":\"STANDARD_RAC_DESCRIPTION\"}"
271$$tc_repair_acts$$FAULT_ID$$in$$"{\"column\": \"TC_MRO_MAINT_MOD_FAULT.FAULT_ID\"}"$$17362089$$10181778$$true$$$$$$"{\"REPAIR_ACTION_ID\":\"768ebee898bc4ca5ab9e1de470d69568\",\"FAULT_ID\":\"00014e4e65f241dbba4165ec887559c7\",\"RA_TYPE\":\"FAULT\",\"REPAIR_ACTION_COMPLETION_DATE\":\"04-JAN-2017 22.00.00\",\"CANDIDATE_SRA_FLAG\":\"No\",\"REPAIRED_DURING_INSPECTION\":\"No\",\"REPAIR_ACTION_DESCRIPTION\":\"Yearly/5120 Kms/320 Hrs (2) - LEVEL 2\",\"SYSTEM\":\"Common\",\"RA_CONDITION\":\"Non-Taskworthy\",\"WORK_STATUS\":\"Cancelled\",\"RA_REPAIR_LEVEL\":\"Level 2\",\"ESTIMATED_REPAIR_DATE\":\"30-JAN-2017 22.00.00\"}
{\"REPAIR_ACTION_ID\":\"d08f4e718ac74dab844111a79a3d3dba\",\"FAULT_ID\":\"00014e4e65f241dbba4165ec887559c7\",\"RA_TYPE\":\"FAULT\",\"REPAIR_ACTION_COMPLETION_DATE\":\"07-DEC-2016 22.00.00\",\"CANDIDATE_SRA_FLAG\":\"No\",\"REPAIRED_DURING_INSPECTION\":\"No\",\"REPAIR_ACTION_DESCRIPTION\":\"Yearly/5120 Kms/320 Hrs (2)\",\"INSPECTION_RESULT\":\"Pass\",\"SYSTEM\":\"Common\",\"RA_CONDITION\":\"Non-Taskworthy\",\"WORK_STATUS\":\"Closed\",\"RA_REPAIR_LEVEL\":\"Level 1\",\"ESTIMATED_REPAIR_DATE\":\"31-DEC-2016 21.59.00\"}
{\"REPAIR_ACTION_ID\":\"67d8fcbfa0424c3b9faf10da8e9c396b\",\"FAULT_ID\":\"0001e3079ede4c38ab14705e6c0a8ce3\",\"RA_TYPE\":\"FAULT\",\"CANDIDATE_SRA_FLAG\":\"No\",\"REPAIRED_DURING_INSPECTION\":\"No\",\"REPAIR_ACTION_DESCRIPTION\":\"932 - 5 - 006/2022 EXHAUST EMISSION\",\"SYSTEM\":\"Common\",\"RA_CONDITION\":\"Fully Fit\",\"WORK_STATUS\":\"Awaiting Labour\",\"RA_REPAIR_LEVEL\":\"Level 2\",\"ESTIMATED_REPAIR_DATE\":\"01-JAN-2024 22.59.00\"}
{\"REPAIR_ACTION_ID\":\"10ad8b6b13bb4c20b4e3e540fb729f3f\",\"FAULT_ID\":\"0002e7490000471e85f12ce3a7c4b2a4\",\"RA_TYPE\":\"FAULT\",\"REPAIR_ACTION_COMPLETION_DATE\":\"08-OCT-2018 23.00.00\",\"CANDIDATE_SRA_FLAG\":\"No\",\"REPAIRED_DURING_INSPECTION\":\"No\",\"REPAIR_ACTION_DESCRIPTION\":\"Complete outstanding SI's\",\"INSPECTION_RESULT\":\"Pass\",\"SYSTEM\":\"Common\",\"SUB_SYSTEM\":\"N/A\",\"RA_CONDITION\":\"Fully Fit\",\"WORK_STATUS\":\"Closed\",\"RA_REPAIR_LEVEL\":\"Level 1\",\"ESTIMATED_REPAIR_DATE\":\"31-OCT-2017 22.59.00\"}
{\"REPAIR_ACTION_ID\":\"ff00faef36eb43c7a4f4a5b41919c4f5\",\"FAULT_ID\":\"000322d568aa4f8983b7ec1aab58e714\",\"RA_TYPE\":\"FAULT\",\"CANDIDATE_SRA_FLAG\":\"No\",\"REPAIRED_DURING_INSPECTION\":\"No\",\"REPAIR_ACTION_DESCRIPTION\":\"Rear axle CV boots starting to crack (rubber drying out) Advisory\",\"SYSTEM\":\"Propulsion\",\"SUB_SYSTEM\":\"Axles\",\"RA_CONDITION\":\"Fully Fit\",\"WORK_STATUS\":\"Awaiting Labour\",\"RA_REPAIR_LEVEL\":\"Level 2\",\"ESTIMATED_REPAIR_DATE\":\"31-JAN-2019 23.59.00\"}
{\"REPAIR_ACTION_ID\":\"09320cf8e8cc4e6f815df46b2044570c\",\"FAULT_ID\":\"00049b5d88064cc38f453c8bbf0f4d84\",\"RA_TYPE\":\"FAULT\",\"REPAIR_ACTION_COMPLETION_DATE\":\"03-SEP-2014 23.00.00\",\"CANDIDATE_SRA_FLAG\":\"No\",\"REPAIRED_DURING_INSPECTION\":\"No\",\"REPAIR_ACTION_DESCRIPTION\":\"Annual Inspection due.\",\"INSPECTION_RESULT\":\"Pass\",\"SYSTEM\":\"Repair, Test & Support\",\"SUB_SYSTEM\":\"Inspection\",\"RA_CONDITION\":\"Fully Fit\",\"WORK_STATUS\":\"Closed\",\"RA_REPAIR_LEVEL\":\"Level 2\",\"ESTIMATED_REPAIR_DATE\":\"12-SEP-2014 22.59.00\"}
{\"REPAIR_ACTION_ID\":\"a6d305c55fae47cebc12777b410f23e9\",\"FAULT_ID\":\"0004e143a0564a5c819ca275d3d50f83\",\"RA_TYPE\":\"FAULT\",\"RA_START_DATE\":\"14-SEP-2014 23.00.00\",\"REPAIR_ACTION_COMPLETION_DATE\":\"14-SEP-2014 23.00.00\",\"CANDIDATE_SRA_FLAG\":\"No\",\"REPAIRED_DURING_INSPECTION\":\"No\",\"REPAIR_ACTION_DESCRIPTION\":\"Carry out 6 Mth Serv level 1 tasks IAW AESP 2320-D-128-601 table 7 Col A\",\"INSPECTION_RESULT\":\"Pass\",\"SYSTEM\":\"Repair, Test & Support\",\"RA_CONDITION\":\"Non-Taskworthy\",\"WORK_STATUS\":\"Closed\",\"RA_REPAIR_LEVEL\":\"Level 1\",\"ESTIMATED_REPAIR_DATE\":\"16-SEP-2014 22.59.00\"}
{\"REPAIR_ACTION_ID\":\"0a7004571d674531a775691a784c5c64\",\"FAULT_ID\":\"000853862f974c0d829532ad2d8852cc\",\"RA_TYPE\":\"FAULT\",\"CANDIDATE_SRA_FLAG\":\"No\",\"REPAIRED_DURING_INSPECTION\":\"No\",\"REPAIR_ACTION_DESCRIPTION\":\"FREE OFF TYRE INFLATOR COUPLINGS\",\"SYSTEM\":\"Common\",\"SUB_SYSTEM\":\"N/A\",\"RA_CONDITION\":\"Fully Fit\",\"WORK_STATUS\":\"Work in Progress\",\"RA_REPAIR_LEVEL\":\"Level 2\",\"ESTIMATED_REPAIR_DATE\":\"28-FEB-2014 23.59.00\"}
{\"REPAIR_ACTION_ID\":\"0b0d62946ccd47b6a19e6778a4da663f\",\"FAULT_ID\":\"0008f6e9c0674896bb63751b411dde8f\",\"RA_TYPE\":\"FAULT\",\"REPAIR_ACTION_COMPLETION_DATE\":\"30-NOV-2022 00.00.00\",\"CANDIDATE_SRA_FLAG\":\"No\",\"REPAIRED_DURING_INSPECTION\":\"No\",\"REPAIR_ACTION_DESCRIPTION\":\"Demand new UPS\",\"INSPECTION_RESULT\":\"Pass\",\"SYSTEM\":\"D. Electrical Systems\",\"RA_CONDITION\":\"Limited Role\",\"WORK_STATUS\":\"Closed\",\"RA_REPAIR_LEVEL\":\"Level 2\",\"ESTIMATED_REPAIR_DATE\":\"18-NOV-2022 23.59.00\"}
{\"REPAIR_ACTION_ID\":\"a282d74a25a347899df31a5236052a77\",\"FAULT_ID\":\"000dcf004589414d8d48aa0eae063de6\",\"RA_TYPE\":\"FAULT\",\"REPAIR_ACTION_COMPLETION_DATE\":\"03-JAN-2019 00.00.00\",\"CANDIDATE_SRA_FLAG\":\"No\",\"REPAIRED_DURING_INSPECTION\":\"No\",\"REPAIR_ACTION_DESCRIPTION\":\"BAAN - 100 - 5 - 0035 CARRY OUT ENGINE OIL SAMPLING\",\"INSPECTION_RESULT\":\"Pass\",\"SYSTEM\":\"Common\",\"RA_CONDITION\":\"Non-Taskworthy\",\"WORK_STATUS\":\"Closed\",\"RA_REPAIR_LEVEL\":\"Level 2\",\"ESTIMATED_REPAIR_DATE\":\"07-AUG-2019 23.59.00\"}
{\"REPAIR_ACTION_ID\":\"328b6434b6e1438c9fecdcb00cac9785\",\"FAULT_ID\":\"00136021035c4306a2d7b7db61850c4d\",\"RA_TYPE\":\"FAULT\",\"RA_START_DATE\":\"28-SEP-2023 22.00.00\",\"REPAIR_ACTION_COMPLETION_DATE\":\"28-SEP-2023 22.00.00\",\"CANDIDATE_SRA_FLAG\":\"No\",\"REPAIRED_DURING_INSPECTION\":\"No\",\"REPAIR_ACTION_DESCRIPTION\":\"MISSING WHEEL NUT INDICATORS\",\"INSPECTION_RESULT\":\"Pass\",\"SYSTEM\":\"B. Structure\",\"RA_CONDITION\":\"Non-Taskworthy\",\"WORK_STATUS\":\"Closed\",\"RA_REPAIR_LEVEL\":\"Level 1\",\"ESTIMATED_REPAIR_DATE\":\"12-SEP-2023 21.59.00\"}
{\"REPAIR_ACTION_ID\":\"5053e828bcca4e41b90e6b8f88f4785e\",\"FAULT_ID\":\"0015f3a6fa1646d5a89d608041a1fa25\",\"RA_TYPE\":\"FAULT\",\"RA_START_DATE\":\"07-APR-2019 23.00.00\",\"REPAIR_ACTION_COMPLETION_DATE\":\"07-APR-2019 23.00.00\",\"CANDIDATE_SRA_FLAG\":\"No\",\"REPAIRED_DURING_INSPECTION\":\"No\",\"REPAIR_ACTION_DESCRIPTION\":\"BAAN - 200 - HEADLIGHT ALIGNMENT C & A\",\"INSPECTION_RESULT\":\"Pass\",\"SYSTEM\":\"Common\",\"RA_CONDITION\":\"Fully Fit\",\"WORK_STATUS\":\"Closed\",\"RA_REPAIR_LEVEL\":\"Level 2\",\"ESTIMATED_REPAIR_DATE\":\"09-APR-2019 22.59.00\"}
{\"REPAIR_ACTION_ID\":\"a89af571fc364af1af14e1c698c8c997\",\"FAULT_ID\":\"00171e8d3e02492ea1cb4634439a3e10\",\"RA_TYPE\":\"FAULT\",\"REPAIR_ACTION_COMPLETION_DATE\":\"06-MAR-2023 00.00.00\",\"CANDIDATE_SRA_FLAG\":\"No\",\"REPAIRED_DURING_INSPECTION\":\"No\",\"REPAIR_ACTION_DESCRIPTION\":\"Renew rubber bump pads\",\"INSPECTION_RESULT\":\"Pass\",\"SYSTEM\":\"Q. Outfit, Furnishing, Stowage and Utility Spaces\",\"RA_CONDITION\":\"Limited Role\",\"WORK_STATUS\":\"Closed\",\"RA_REPAIR_LEVEL\":\"Level 1\",\"ESTIMATED_REPAIR_DATE\":\"28-APR-2023 23.59.00\"}
{\"REPAIR_ACTION_ID\":\"72f4067a6da64734a5bea7a68c0d487d\",\"FAULT_ID\":\"001895fcb54f4e2bb23e0004c0609bb3\",\"RA_TYPE\":\"FAULT\",\"RA_START_DATE\":\"11-APR-2013 23.00.00\",\"REPAIR_ACTION_COMPLETION_DATE\":\"11-APR-2013 23.00.00\",\"CANDIDATE_SRA_FLAG\":\"No\",\"REPAIRED_DURING_INSPECTION\":\"No\",\"REPAIR_ACTION_DESCRIPTION\":\"10 - FIRE EXTINGUISHERS NOT PRESENT FOR INSPECTION\",\"INSPECTION_RESULT\":\"Pass\",\"SYSTEM\":\"Common\",\"SUB_SYSTEM\":\"N/A\",\"RA_CONDITION\":\"Non-Taskworthy\",\"WORK_STATUS\":\"Closed\",\"RA_REPAIR_LEVEL\":\"Level 1\",\"ESTIMATED_REPAIR_DATE\":\"30-APR-2013 22.59.00\"}
{\"REPAIR_ACTION_ID\":\"30266ccd31614d83a50d067eb0a4295c\",\"FAULT_ID\":\"001d6feec904426c8f511de6b351fcc5\",\"RA_TYPE\":\"FAULT\",\"CANDIDATE_SRA_FLAG\":\"No\",\"REPAIRED_DURING_INSPECTION\":\"No\",\"REPAIR_ACTION_DESCRIPTION\":\"SHADE, OPTICAL  INSTRUMENT\",\"SYSTEM\":\"B. Structure\",\"RA_CONDITION\":\"Non-Taskworthy\",\"WORK_STATUS\":\"Awaiting Spares\",\"RA_REPAIR_LEVEL\":\"Level 2\",\"ESTIMATED_REPAIR_DATE\":\"28-MAR-2023 23.59.00\"}
{\"REPAIR_ACTION_ID\":\"110e0f49b8804909b8ae8c48818f7350\",\"FAULT_ID\":\"001f41884544493fbecd2ef28ff6e8ff\",\"RA_TYPE\":\"FAULT\",\"REPAIR_ACTION_COMPLETION_DATE\":\"11-AUG-2020 23.00.00\",\"CANDIDATE_SRA_FLAG\":\"No\",\"REPAIRED_DURING_INSPECTION\":\"No\",\"REPAIR_ACTION_DESCRIPTION\":\"FIT NEW JACKING PLATE\",\"INSPECTION_RESULT\":\"Pass\",\"SYSTEM\":\"Structure\",\"RA_CONDITION\":\"Fully Fit\",\"WORK_STATUS\":\"Closed\",\"RA_REPAIR_LEVEL\":\"Level 1\",\"ESTIMATED_REPAIR_DATE\":\"20-JUL-2017 22.59.00\"}
{\"REPAIR_ACTION_ID\":\"d5888b5ed730422f94a51a25f103d976\",\"FAULT_ID\":\"00202d94a6824c74ab196a5ef542c8f0\",\"RA_TYPE\":\"FAULT\",\"RA_START_DATE\":\"20-AUG-2013 23.00.00\",\"REPAIR_ACTION_COMPLETION_DATE\":\"20-AUG-2013 23.00.00\",\"CANDIDATE_SRA_FLAG\":\"No\",\"REPAIRED_DURING_INSPECTION\":\"No\",\"REPAIR_ACTION_DESCRIPTION\":\"RENEW REAR BRAKE PADS (APEC 1448)\",\"INSPECTION_RESULT\":\"Pass\",\"SYSTEM\":\"Common\",\"SUB_SYSTEM\":\"N/A\",\"RA_CONDITION\":\"Non-Taskworthy\",\"WORK_STATUS\":\"Closed\",\"RA_REPAIR_LEVEL\":\"Level 2\",\"ESTIMATED_REPAIR_DATE\":\"20-SEP-2013 22.59.00\"}
{\"REPAIR_ACTION_ID\":\"e03125821f3b4c65abe2f5807a032b89\",\"FAULT_ID\":\"0020c62fb9344abda43bae1bff5a8fc8\",\"RA_TYPE\":\"FAULT\",\"RA_START_DATE\":\"04-JUL-2021 23.00.00\",\"REPAIR_ACTION_COMPLETION_DATE\":\"04-JUL-2021 23.00.00\",\"CANDIDATE_SRA_FLAG\":\"No\",\"REPAIRED_DURING_INSPECTION\":\"No\",\"REPAIR_ACTION_DESCRIPTION\":\"Replace missing Guard Lamp\",\"INSPECTION_RESULT\":\"Pass\",\"SYSTEM\":\"C. Armaments\",\"RA_CONDITION\":\"Fully Fit\",\"WORK_STATUS\":\"Closed\",\"RA_REPAIR_LEVEL\":\"Level 2\",\"ESTIMATED_REPAIR_DATE\":\"05-JUL-2021 22.59.00\"}
{\"REPAIR_ACTION_ID\":\"d03407b01bad4206bd1116b242f7031b\",\"FAULT_ID\":\"00226fbb590146e4902c73efe492da3c\",\"RA_TYPE\":\"FAULT\",\"REPAIR_ACTION_COMPLETION_DATE\":\"04-DEC-2018 00.00.00\",\"CANDIDATE_SRA_FLAG\":\"No\",\"REPAIRED_DURING_INSPECTION\":\"No\",\"REPAIR_ACTION_DESCRIPTION\":\"Complete SMEO QMS - Standards and Practices Self Audit by 30/11/18 for Nev.\",\"INSPECTION_RESULT\":\"Pass\",\"SYSTEM\":\"Common\",\"SUB_SYSTEM\":\"N/A\",\"RA_CONDITION\":\"Fully Fit\",\"WORK_STATUS\":\"Closed\",\"RA_REPAIR_LEVEL\":\"Level 2\",\"ESTIMATED_REPAIR_DATE\":\"30-NOV-2018 23.59.00\"}
{\"REPAIR_ACTION_ID\":\"85cfec50242a49dfb34f59edbfd29a50\",\"FAULT_ID\":\"0025ee3b83dd4ea183eac88d5a269076\",\"RA_TYPE\":\"FAULT\",\"CANDIDATE_SRA_FLAG\":\"No\",\"REPAIRED_DURING_INSPECTION\":\"No\",\"REPAIR_ACTION_DESCRIPTION\":\"Limited road test carried out\",\"SYSTEM\":\"S. Repair, Test & Support\",\"RA_CONDITION\":\"Fully Fit\",\"WORK_STATUS\":\"Awaiting Labour\",\"RA_REPAIR_LEVEL\":\"Level 2\",\"ESTIMATED_REPAIR_DATE\":\"30-JUN-2023 22.59.00\"}
{\"REPAIR_ACTION_ID\":\"4258bea94b034d12a61e10f38b854ede\",\"FAULT_ID\":\"00263ebdde6f4871b5b82f9767cf4766\",\"RA_TYPE\":\"FAULT\",\"REPAIR_ACTION_COMPLETION_DATE\":\"28-MAR-2017 06.00.00\",\"CANDIDATE_SRA_FLAG\":\"No\",\"REPAIRED_DURING_INSPECTION\":\"No\",\"REPAIR_ACTION_DESCRIPTION\":\"4REME_BD_L2_RENEW R/L IDLER HUB\",\"INSPECTION_RESULT\":\"Pass\",\"SYSTEM\":\"Propulsion\",\"RA_CONDITION\":\"Non-Taskworthy\",\"WORK_STATUS\":\"Closed\",\"RA_REPAIR_LEVEL\":\"Level 2\",\"REPAIR_SECTION\":\"WRP BULLDOG\",\"REPAIR_SECTION_LOCATION\":\"AVSG\",\"ESTIMATED_REPAIR_DATE\":\"02-APR-2017 05.59.00\",\"DELIVERY_CODE\":\"WRPBD0\"}
{\"REPAIR_ACTION_ID\":\"0b0f854b1d794f8d8682b9580a6bb412\",\"FAULT_ID\":\"002812a9c6d6404fa936628fa69c5c61\",\"RA_TYPE\":\"FAULT\",\"REPAIR_ACTION_COMPLETION_DATE\":\"11-OCT-2016 23.00.00\",\"CANDIDATE_SRA_FLAG\":\"No\",\"REPAIRED_DURING_INSPECTION\":\"No\",\"REPAIR_ACTION_DESCRIPTION\":\"LH 3 ROAD WHEEL SET U/S\",\"INSPECTION_RESULT\":\"Pass\",\"SYSTEM\":\"Common\",\"SUB_SYSTEM\":\"N/A\",\"RA_CONDITION\":\"Fully Fit\",\"WORK_STATUS\":\"Closed\",\"RA_REPAIR_LEVEL\":\"Level 2\",\"ESTIMATED_REPAIR_DATE\":\"21-SEP-2016 22.59.00\"}
{\"REPAIR_ACTION_ID\":\"7c92652a97d841c79d07226469bd542e\",\"FAULT_ID\":\"002c52ef60744697833e32b23c602394\",\"RA_TYPE\":\"FAULT\",\"REPAIR_ACTION_COMPLETION_DATE\":\"06-NOV-2018 16.00.00\",\"CANDIDATE_SRA_FLAG\":\"No\",\"REPAIRED_DURING_INSPECTION\":\"No\",\"REPAIR_ACTION_DESCRIPTION\":\"MEI\",\"INSPECTION_RESULT\":\"Pass\",\"SYSTEM\":\"Common\",\"RA_CONDITION\":\"Fully Fit\",\"WORK_STATUS\":\"Closed\",\"RA_REPAIR_LEVEL\":\"Level 2\",\"ESTIMATED_REPAIR_DATE\":\"16-NOV-2018 15.59.00\"}
